image_id,filename,split,image_path,semantic_mask_path,overall_mask_path,width,height,total_objects,raw_width,raw_height,exif_orientation,camera_make,camera_model,datetime_original,raw_bytes,release_bytes,raw_sha256,release_sha256,overall_mask_pixels,union_mismatch_pixels,overlap_pixels,source_mask_ambiguous_pixels,brightness_mean,brightness_std,sharpness_laplacian_var,saturation_mean,green_immature_objects,green_immature_mask_path,green_immature_mask_pixels,green_immature_component_count,green_immature_coverage_percent,pale_pink_objects,pale_pink_mask_path,pale_pink_mask_pixels,pale_pink_component_count,pale_pink_coverage_percent,pink_turns_purple_objects,pink_turns_purple_mask_path,pink_turns_purple_mask_pixels,pink_turns_purple_component_count,pink_turns_purple_coverage_percent,fully_ripe_objects,fully_ripe_mask_path,fully_ripe_mask_pixels,fully_ripe_component_count,fully_ripe_coverage_percent,over_ripe_objects,over_ripe_mask_path,over_ripe_mask_pixels,over_ripe_component_count,over_ripe_coverage_percent
20260430_105448,20260430_105448.jpg,train,dataset/images/20260430_105448.jpg,dataset/masks_semantic/20260430_105448.png,dataset/masks_overall/20260430_105448.png,3000,4000,23,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:54:48,3220229,3118103,2b2341ea2b3b5afc3930593279bb418e97a478325a00f778685e4b09da0cca79,a21bf7720e99836fa16292f89cc9a50027d68094d4e8c91865268d6e432c9960,355576,1,0,64862,106.17562103271484,59.21280288696289,357.7149963378906,108.30645751953125,9,dataset/masks_binary/green_immature/20260430_105448.png,97258,9,0.8104833333333333,2,dataset/masks_binary/pale_pink/20260430_105448.png,45698,2,0.3808166666666667,0,dataset/masks_binary/pink_turns_purple/20260430_105448.png,0,0,0.0,12,dataset/masks_binary/fully_ripe/20260430_105448.png,212621,12,1.7718416666666668,0,dataset/masks_binary/over_ripe/20260430_105448.png,0,0,0.0
20260430_105458,20260430_105458.jpg,val,dataset/images/20260430_105458.jpg,dataset/masks_semantic/20260430_105458.png,dataset/masks_overall/20260430_105458.png,3000,4000,112,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:54:58,4066759,4200778,31009ac563983bd70de04eda89dba8d87d410b823eb073dbf65bc85525ef1c0a,0f2b17a6b1da355d5394167e58011551ad3260ad8ae420adba1ac1a5907b065b,856531,14,0,204009,105.12786102294922,52.79307556152344,2199.964111328125,120.4461669921875,57,dataset/masks_binary/green_immature/20260430_105458.png,303899,60,2.5324916666666666,3,dataset/masks_binary/pale_pink/20260430_105458.png,37571,3,0.31309166666666666,2,dataset/masks_binary/pink_turns_purple/20260430_105458.png,18843,2,0.157025,48,dataset/masks_binary/fully_ripe/20260430_105458.png,494349,50,4.119575,2,dataset/masks_binary/over_ripe/20260430_105458.png,1883,2,0.015691666666666666
20260430_105507,20260430_105507.jpg,train,dataset/images/20260430_105507.jpg,dataset/masks_semantic/20260430_105507.png,dataset/masks_overall/20260430_105507.png,3000,4000,38,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:55:07,3659195,3591210,f7b2f7c0cf450f85c2da34a1f1975f6740a33c3bb6c1a094837c774b144c3914,fb939b8e79fa61d663a99d8997ce0bdd07e82e83cc8663ec9ac96ce759e54e24,557546,1,0,98203,103.94176483154297,39.54945755004883,401.9898986816406,142.27874755859375,29,dataset/masks_binary/green_immature/20260430_105507.png,273232,29,2.276933333333333,0,dataset/masks_binary/pale_pink/20260430_105507.png,0,0,0.0,1,dataset/masks_binary/pink_turns_purple/20260430_105507.png,15790,1,0.13158333333333333,8,dataset/masks_binary/fully_ripe/20260430_105507.png,268525,8,2.2377083333333334,0,dataset/masks_binary/over_ripe/20260430_105507.png,0,0,0.0
20260430_105529,20260430_105529.jpg,train,dataset/images/20260430_105529.jpg,dataset/masks_semantic/20260430_105529.png,dataset/masks_overall/20260430_105529.png,3000,4000,23,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:55:29,3780797,3808566,c26f323730aeb194122d4e426faaf211bd4f931d5fc8b306ef67798c32a9952e,d9b424d642e2f4fb9d3b937bf5b291c3925a1e948b399acead5068346674ab08,894347,3,0,106812,121.12689208984375,48.33030700683594,914.42724609375,125.79592895507812,13,dataset/masks_binary/green_immature/20260430_105529.png,484799,13,4.039991666666666,2,dataset/masks_binary/pale_pink/20260430_105529.png,78626,2,0.6552166666666667,0,dataset/masks_binary/pink_turns_purple/20260430_105529.png,0,0,0.0,8,dataset/masks_binary/fully_ripe/20260430_105529.png,330925,8,2.757708333333333,0,dataset/masks_binary/over_ripe/20260430_105529.png,0,0,0.0
20260430_105552,20260430_105552.jpg,train,dataset/images/20260430_105552.jpg,dataset/masks_semantic/20260430_105552.png,dataset/masks_overall/20260430_105552.png,3000,4000,102,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:55:52,3981046,4111818,ed904341015282aabc5802594db0c1f9213f5061b5e2de16e0be867dd9510c56,55eef353a1334a25e072f2b2789b392d1476281b98e31993a0f7f6f45f8398e4,709787,0,0,187432,107.04952239990234,50.92473602294922,2046.9886474609375,130.31178283691406,87,dataset/masks_binary/green_immature/20260430_105552.png,468156,89,3.9013,1,dataset/masks_binary/pale_pink/20260430_105552.png,4494,1,0.03745,0,dataset/masks_binary/pink_turns_purple/20260430_105552.png,0,0,0.0,12,dataset/masks_binary/fully_ripe/20260430_105552.png,160954,12,1.3412833333333334,2,dataset/masks_binary/over_ripe/20260430_105552.png,76183,2,0.6348583333333334
20260430_105601,20260430_105601.jpg,train,dataset/images/20260430_105601.jpg,dataset/masks_semantic/20260430_105601.png,dataset/masks_overall/20260430_105601.png,3000,4000,28,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:56:01,3311385,3277506,ebf546d6afeace80e3a222a90720112f5b95ba8e6ed23a7a8cadc17dc78b7b86,df7d4ea32a21b18320e9d8d1fd28831eef09902e4033351cffd2bc1b1587702b,563601,0,0,85048,110.055908203125,56.37481689453125,601.8172607421875,104.8722915649414,18,dataset/masks_binary/green_immature/20260430_105601.png,299822,18,2.4985166666666667,0,dataset/masks_binary/pale_pink/20260430_105601.png,0,0,0.0,0,dataset/masks_binary/pink_turns_purple/20260430_105601.png,0,0,0.0,9,dataset/masks_binary/fully_ripe/20260430_105601.png,247744,10,2.0645333333333333,1,dataset/masks_binary/over_ripe/20260430_105601.png,16035,1,0.133625
20260430_105607,20260430_105607.jpg,test,dataset/images/20260430_105607.jpg,dataset/masks_semantic/20260430_105607.png,dataset/masks_overall/20260430_105607.png,3000,4000,33,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:56:07,3531738,3552034,3ada36769bd1e81a5ecc08f7ecdf0b453a4941f16500c1f97dcb65b095a5f70f,b51caa77551857102df4a1576f7c3387ec0097cdf172cf991b04762df5d34279,413138,2,0,79387,103.9262466430664,58.90355682373047,1195.7591552734375,109.7839584350586,13,dataset/masks_binary/green_immature/20260430_105607.png,75291,16,0.627425,1,dataset/masks_binary/pale_pink/20260430_105607.png,18019,1,0.15015833333333334,0,dataset/masks_binary/pink_turns_purple/20260430_105607.png,0,0,0.0,18,dataset/masks_binary/fully_ripe/20260430_105607.png,287057,19,2.392141666666667,1,dataset/masks_binary/over_ripe/20260430_105607.png,32771,1,0.2730916666666667
20260430_105615,20260430_105615.jpg,train,dataset/images/20260430_105615.jpg,dataset/masks_semantic/20260430_105615.png,dataset/masks_overall/20260430_105615.png,3000,4000,45,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:56:15,3394843,3371316,197df385b15baf6cd1cde37e4abb7ac78a8e43e3ea3999369f590db7f297de44,41c32d6a288f4aace6e392867fe2bd0c720fda62bea3804e5b656591ac648216,691754,0,0,131106,108.3943862915039,56.59577178955078,794.7713012695312,99.62210845947266,32,dataset/masks_binary/green_immature/20260430_105615.png,376733,33,3.139441666666667,1,dataset/masks_binary/pale_pink/20260430_105615.png,9296,1,0.07746666666666667,0,dataset/masks_binary/pink_turns_purple/20260430_105615.png,0,0,0.0,12,dataset/masks_binary/fully_ripe/20260430_105615.png,305725,16,2.5477083333333335,0,dataset/masks_binary/over_ripe/20260430_105615.png,0,0,0.0
20260430_105630,20260430_105630.jpg,train,dataset/images/20260430_105630.jpg,dataset/masks_semantic/20260430_105630.png,dataset/masks_overall/20260430_105630.png,3000,4000,32,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:56:30,4074753,4172983,81a07f862eb69b038416118d16f60dfe531bf4388e9c52f8ee045cd9b3248267,9f01196edce2f999eae87597b3e24c0af98dc356e62c6271e4aafdd43394582a,582442,0,0,94094,113.3248062133789,50.35136413574219,1332.8558349609375,123.71541595458984,23,dataset/masks_binary/green_immature/20260430_105630.png,315172,23,2.6264333333333334,3,dataset/masks_binary/pale_pink/20260430_105630.png,40223,3,0.33519166666666667,1,dataset/masks_binary/pink_turns_purple/20260430_105630.png,45640,1,0.38033333333333336,5,dataset/masks_binary/fully_ripe/20260430_105630.png,181407,5,1.511725,0,dataset/masks_binary/over_ripe/20260430_105630.png,0,0,0.0
20260430_105642,20260430_105642.jpg,train,dataset/images/20260430_105642.jpg,dataset/masks_semantic/20260430_105642.png,dataset/masks_overall/20260430_105642.png,3000,4000,10,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:56:42,4132838,4160959,2e87e1510824a43840e5932355de9f358a90cb9a428775d86c8d2427c60a4c3e,8a461cbc5eab17c58deb2ba49749a6945a1cc39ab305dd45b7ab3b283db7563b,379204,0,0,45113,104.91888427734375,43.70376968383789,605.349853515625,160.4982147216797,5,dataset/masks_binary/green_immature/20260430_105642.png,170495,5,1.4207916666666667,1,dataset/masks_binary/pale_pink/20260430_105642.png,49531,1,0.4127583333333333,1,dataset/masks_binary/pink_turns_purple/20260430_105642.png,21075,1,0.175625,1,dataset/masks_binary/fully_ripe/20260430_105642.png,8193,1,0.068275,2,dataset/masks_binary/over_ripe/20260430_105642.png,129910,2,1.0825833333333332
20260430_105656,20260430_105656.jpg,train,dataset/images/20260430_105656.jpg,dataset/masks_semantic/20260430_105656.png,dataset/masks_overall/20260430_105656.png,3000,4000,21,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:56:56,3483072,3508098,4efb19c8bee005c03ba020875a46424f3bccdffc5c8ce92aed15ea099824dff8,859026f153181af0a1bb905c5c7c5c72e09b9b90b4176b37320468da91457d7f,99269,0,0,26484,118.64361572265625,59.17067337036133,1396.98583984375,80.94073486328125,16,dataset/masks_binary/green_immature/20260430_105656.png,22803,16,0.190025,0,dataset/masks_binary/pale_pink/20260430_105656.png,0,0,0.0,1,dataset/masks_binary/pink_turns_purple/20260430_105656.png,24402,1,0.20335,4,dataset/masks_binary/fully_ripe/20260430_105656.png,52064,4,0.4338666666666667,0,dataset/masks_binary/over_ripe/20260430_105656.png,0,0,0.0
20260430_105703,20260430_105703.jpg,train,dataset/images/20260430_105703.jpg,dataset/masks_semantic/20260430_105703.png,dataset/masks_overall/20260430_105703.png,3000,4000,21,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:57:03,3388792,3403383,f56a0f2514753ff6096ac93d45ee285178e302ef190294d20b5242f30427c543,36b3f87a35f1f0cc5d5ef81592dcb88ce6daa7933fd97aa4f5b7b82d5c00f2b4,310076,0,0,52357,101.51900482177734,53.11323547363281,841.155517578125,126.4585952758789,14,dataset/masks_binary/green_immature/20260430_105703.png,187630,14,1.5635833333333335,2,dataset/masks_binary/pale_pink/20260430_105703.png,28930,2,0.24108333333333334,0,dataset/masks_binary/pink_turns_purple/20260430_105703.png,0,0,0.0,5,dataset/masks_binary/fully_ripe/20260430_105703.png,93516,5,0.7793,0,dataset/masks_binary/over_ripe/20260430_105703.png,0,0,0.0
20260430_105707,20260430_105707.jpg,val,dataset/images/20260430_105707.jpg,dataset/masks_semantic/20260430_105707.png,dataset/masks_overall/20260430_105707.png,3000,4000,33,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:57:07,3871754,3955240,85146d98f9e1762bbfe92fc2d6099193995da0be1fde771ed9fe3f60db31e08f,7037b204db9ae2d27f035e2df6ad3ce331ce4334c61b75306d95f90623efb842,477372,1,0,89005,113.59766387939453,50.3226318359375,1418.466796875,144.6371612548828,30,dataset/masks_binary/green_immature/20260430_105707.png,397089,31,3.309075,1,dataset/masks_binary/pale_pink/20260430_105707.png,11846,1,0.09871666666666666,1,dataset/masks_binary/pink_turns_purple/20260430_105707.png,25389,1,0.211575,1,dataset/masks_binary/fully_ripe/20260430_105707.png,43049,1,0.3587416666666667,0,dataset/masks_binary/over_ripe/20260430_105707.png,0,0,0.0
20260430_105715,20260430_105715.jpg,test,dataset/images/20260430_105715.jpg,dataset/masks_semantic/20260430_105715.png,dataset/masks_overall/20260430_105715.png,3000,4000,13,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:57:15,3969543,4035784,2c3bf6c46027675072c768de765425902b31ad081c390ee170683c53a8f2b821,33dee1ce80eb280c7a2d14be334ee4ab32438c11aa5939848ac9819fa112978e,157568,0,0,33599,113.16109466552734,49.46823501586914,1137.5775146484375,140.16749572753906,8,dataset/masks_binary/green_immature/20260430_105715.png,82263,8,0.685525,1,dataset/masks_binary/pale_pink/20260430_105715.png,35291,1,0.2940916666666667,0,dataset/masks_binary/pink_turns_purple/20260430_105715.png,0,0,0.0,4,dataset/masks_binary/fully_ripe/20260430_105715.png,40014,4,0.33344999999999997,0,dataset/masks_binary/over_ripe/20260430_105715.png,0,0,0.0
20260430_105727,20260430_105727.jpg,train,dataset/images/20260430_105727.jpg,dataset/masks_semantic/20260430_105727.png,dataset/masks_overall/20260430_105727.png,3000,4000,29,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:57:27,3725367,3681993,81708828b56bb1aa0392099c566bfc65ed49aad91e54981ad9c6a4dcdc4ca477,962bbd19f84bf500b32af31c4c14c12590d124cd3ecf3b516401cb919b15960a,1150803,4,0,132995,114.29041290283203,39.60637664794922,520.658935546875,160.23941040039062,16,dataset/masks_binary/green_immature/20260430_105727.png,512297,16,4.269141666666667,1,dataset/masks_binary/pale_pink/20260430_105727.png,96293,1,0.8024416666666666,4,dataset/masks_binary/pink_turns_purple/20260430_105727.png,255528,4,2.1294,6,dataset/masks_binary/fully_ripe/20260430_105727.png,237823,6,1.9818583333333333,2,dataset/masks_binary/over_ripe/20260430_105727.png,48866,2,0.40721666666666667
20260430_105739,20260430_105739.jpg,train,dataset/images/20260430_105739.jpg,dataset/masks_semantic/20260430_105739.png,dataset/masks_overall/20260430_105739.png,3000,4000,14,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:57:39,3531733,3525828,5d398998071acdb4db90130606e79912ca6c3a4b3fc390417d1cfd3c6182866a,aec00bf3588b9a41ca3761d02afe3e1ca426e74edf8bbd05ef0e28ea0e8d1edb,203856,0,0,36804,101.4422378540039,48.20943069458008,775.0814819335938,118.7034683227539,13,dataset/masks_binary/green_immature/20260430_105739.png,158938,15,1.3244833333333335,1,dataset/masks_binary/pale_pink/20260430_105739.png,44918,1,0.3743166666666667,0,dataset/masks_binary/pink_turns_purple/20260430_105739.png,0,0,0.0,0,dataset/masks_binary/fully_ripe/20260430_105739.png,0,0,0.0,0,dataset/masks_binary/over_ripe/20260430_105739.png,0,0,0.0
20260430_105747,20260430_105747.jpg,val,dataset/images/20260430_105747.jpg,dataset/masks_semantic/20260430_105747.png,dataset/masks_overall/20260430_105747.png,3000,4000,11,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:57:47,3273755,3216812,9c8ce37afe5d1c55ae035bf2738f87694b2ce7c88401ecc500de81040c159bd2,13d2f9b721591aeb27ea9b5a36b5b95d1c65370572f8e2caecbf4d1a75d22f32,262523,10,0,32348,114.04285430908203,41.6812858581543,434.60986328125,162.08837890625,8,dataset/masks_binary/green_immature/20260430_105747.png,73698,9,0.61415,0,dataset/masks_binary/pale_pink/20260430_105747.png,0,0,0.0,1,dataset/masks_binary/pink_turns_purple/20260430_105747.png,100589,1,0.8382416666666667,2,dataset/masks_binary/fully_ripe/20260430_105747.png,88246,2,0.7353833333333334,0,dataset/masks_binary/over_ripe/20260430_105747.png,0,0,0.0
20260430_105751,20260430_105751.jpg,train,dataset/images/20260430_105751.jpg,dataset/masks_semantic/20260430_105751.png,dataset/masks_overall/20260430_105751.png,3000,4000,12,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:57:51,3349656,3351094,2da5032af5ffc076d19f973ad79dbcdf0dcd9fb0e528202a0d88bcc3a0b27b98,075eb180a82747f96999fe8043426de671bd2061a2e7013b14eba429b7a420f2,473562,0,0,48001,110.96195220947266,43.76025390625,417.5274353027344,138.077880859375,4,dataset/masks_binary/green_immature/20260430_105751.png,43479,4,0.362325,1,dataset/masks_binary/pale_pink/20260430_105751.png,136171,1,1.1347583333333333,0,dataset/masks_binary/pink_turns_purple/20260430_105751.png,0,0,0.0,7,dataset/masks_binary/fully_ripe/20260430_105751.png,293912,7,2.4492666666666665,0,dataset/masks_binary/over_ripe/20260430_105751.png,0,0,0.0
20260430_105759,20260430_105759.jpg,test,dataset/images/20260430_105759.jpg,dataset/masks_semantic/20260430_105759.png,dataset/masks_overall/20260430_105759.png,3000,4000,19,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 10:57:59,3315761,3260347,6a30bc6a43b54264dcd5dd8e6d882ff87f5751f7123a4808574bb3123ed8ca61,b79536faee64cc5b982b5daa5f36047cbd2784eef954526f631c339cdf701112,672273,0,0,78879,108.76702880859375,57.056217193603516,537.0870971679688,99.2459487915039,0,dataset/masks_binary/green_immature/20260430_105759.png,0,0,0.0,0,dataset/masks_binary/pale_pink/20260430_105759.png,0,0,0.0,1,dataset/masks_binary/pink_turns_purple/20260430_105759.png,54627,1,0.455225,18,dataset/masks_binary/fully_ripe/20260430_105759.png,617646,22,5.14705,0,dataset/masks_binary/over_ripe/20260430_105759.png,0,0,0.0
