image_id,filename,source_set,source_modality,metadata_source,filename_datetime,split,image_path,semantic_mask_path,overall_mask_path,width,height,total_objects,raw_width,raw_height,exif_orientation,camera_make,camera_model,datetime_original,raw_bytes,release_bytes,raw_sha256,release_sha256,overall_mask_pixels,union_mismatch_pixels,overlap_pixels,source_mask_ambiguous_pixels,brightness_mean,brightness_std,sharpness_laplacian_var,saturation_mean,green_immature_objects,green_immature_mask_path,green_immature_mask_pixels,green_immature_component_count,green_immature_coverage_percent,pale_pink_objects,pale_pink_mask_path,pale_pink_mask_pixels,pale_pink_component_count,pale_pink_coverage_percent,pink_turns_purple_objects,pink_turns_purple_mask_path,pink_turns_purple_mask_pixels,pink_turns_purple_component_count,pink_turns_purple_coverage_percent,fully_ripe_objects,fully_ripe_mask_path,fully_ripe_mask_pixels,fully_ripe_component_count,fully_ripe_coverage_percent,over_ripe_objects,over_ripe_mask_path,over_ripe_mask_pixels,over_ripe_component_count,over_ripe_coverage_percent
00034_20260212_161655_f00000544_t000018.135s,00034_20260212_161655_f00000544_t000018.135s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00034_20260212_161655_f00000544_t000018.135s.jpg,dataset/masks_semantic/00034_20260212_161655_f00000544_t000018.135s.png,dataset/masks_overall/00034_20260212_161655_f00000544_t000018.135s.png,4320,7680,138,4320,7680,1,,video frame,2026:02:12 16:16:55,6471343,6382269,a32b75b5cd2a7293102f8082ab882d3a872494449d293f84198735e16687e1e8,d6d510d062ffae6612fe2b5e3ddebeaf44eb78aa4dd17dbd228107dc45247c4a,2229253,0,4,0,116.27448272705078,58.55540084838867,3154.881103515625,117.26493072509766,78,dataset/masks_binary/green_immature/00034_20260212_161655_f00000544_t000018.135s.png,1063662,53,3.205964265046296,3,dataset/masks_binary/pale_pink/00034_20260212_161655_f00000544_t000018.135s.png,54380,3,0.1639057677469136,3,dataset/masks_binary/pink_turns_purple/00034_20260212_161655_f00000544_t000018.135s.png,68302,3,0.2058678144290123,29,dataset/masks_binary/fully_ripe/00034_20260212_161655_f00000544_t000018.135s.png,236539,27,0.7129478925540124,25,dataset/masks_binary/over_ripe/00034_20260212_161655_f00000544_t000018.135s.png,806374,21,2.4304771894290123
00037_20260212_161655_f00000604_t000020.135s,00037_20260212_161655_f00000604_t000020.135s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00037_20260212_161655_f00000604_t000020.135s.jpg,dataset/masks_semantic/00037_20260212_161655_f00000604_t000020.135s.png,dataset/masks_overall/00037_20260212_161655_f00000604_t000020.135s.png,4320,7680,113,4320,7680,1,,video frame,2026:02:12 16:16:55,5213421,5189522,3dbc4859ffcdcd6eeab751c21f6465712689c57fc78620413adc7d089e02413d,5ccffc8c66a267dee420c7dc4dfca4118ce2364924003496d0cb5b1efbe1256a,1802061,0,6,0,109.38381958007812,58.89078140258789,1469.2745361328125,121.84613800048828,93,dataset/masks_binary/green_immature/00037_20260212_161655_f00000604_t000020.135s.png,1556969,67,4.692831910686728,2,dataset/masks_binary/pale_pink/00037_20260212_161655_f00000604_t000020.135s.png,48232,2,0.1453751929012345,4,dataset/masks_binary/pink_turns_purple/00037_20260212_161655_f00000604_t000020.135s.png,78848,4,0.2376543209876543,9,dataset/masks_binary/fully_ripe/00037_20260212_161655_f00000604_t000020.135s.png,45999,10,0.1386447482638889,5,dataset/masks_binary/over_ripe/00037_20260212_161655_f00000604_t000020.135s.png,72019,5,0.2170711564429012
00039_20260212_161655_f00000639_t000021.302s,00039_20260212_161655_f00000639_t000021.302s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00039_20260212_161655_f00000639_t000021.302s.jpg,dataset/masks_semantic/00039_20260212_161655_f00000639_t000021.302s.png,dataset/masks_overall/00039_20260212_161655_f00000639_t000021.302s.png,4320,7680,99,4320,7680,1,,video frame,2026:02:12 16:16:55,6174352,6121108,8663f69aa8d4e86454f16809fa3f50939d78705ad5ee4218d5c5eb9585a3dd64,91b9118de02eb803d64594f9cdd0d59d90837b07bce094d4560db1a4875c5611,1123163,0,0,0,104.86290740966795,56.56409454345703,2565.21875,128.05453491210938,82,dataset/masks_binary/green_immature/00039_20260212_161655_f00000639_t000021.302s.png,881611,60,2.657247661072531,0,dataset/masks_binary/pale_pink/00039_20260212_161655_f00000639_t000021.302s.png,0,0,0.0,2,dataset/masks_binary/pink_turns_purple/00039_20260212_161655_f00000639_t000021.302s.png,69201,2,0.2085774739583333,5,dataset/masks_binary/fully_ripe/00039_20260212_161655_f00000639_t000021.302s.png,20821,5,0.0627561969521604,10,dataset/masks_binary/over_ripe/00039_20260212_161655_f00000639_t000021.302s.png,151530,9,0.4567238136574074
00040_20260212_161655_f00000672_t000022.402s,00040_20260212_161655_f00000672_t000022.402s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,val,dataset/images/00040_20260212_161655_f00000672_t000022.402s.jpg,dataset/masks_semantic/00040_20260212_161655_f00000672_t000022.402s.png,dataset/masks_overall/00040_20260212_161655_f00000672_t000022.402s.png,4320,7680,132,4320,7680,1,,video frame,2026:02:12 16:16:55,6149533,6094964,bd2f69d86ca228b37e3fda1dfd26118d2e246196af4124619244a513b7062c59,d3215382983d7cbc302c0beb2656ace723d88f5c3122f6e84afbcd482668bf70,2825542,0,4,0,113.4426498413086,59.99004364013672,2659.5380859375,123.43022918701172,108,dataset/masks_binary/green_immature/00040_20260212_161655_f00000672_t000022.402s.png,2044916,58,6.163544077932099,1,dataset/masks_binary/pale_pink/00040_20260212_161655_f00000672_t000022.402s.png,4027,1,0.0121377073688271,1,dataset/masks_binary/pink_turns_purple/00040_20260212_161655_f00000672_t000022.402s.png,54593,1,0.1645477671682098,7,dataset/masks_binary/fully_ripe/00040_20260212_161655_f00000672_t000022.402s.png,144695,6,0.4361225646219136,15,dataset/masks_binary/over_ripe/00040_20260212_161655_f00000672_t000022.402s.png,577315,13,1.7400746286651236
00041_20260212_161655_f00000707_t000023.569s,00041_20260212_161655_f00000707_t000023.569s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00041_20260212_161655_f00000707_t000023.569s.jpg,dataset/masks_semantic/00041_20260212_161655_f00000707_t000023.569s.png,dataset/masks_overall/00041_20260212_161655_f00000707_t000023.569s.png,4320,7680,153,4320,7680,1,,video frame,2026:02:12 16:16:55,7083253,6969632,e4125a449bc84524e3b791ae6abff96aafbe7abf2c9c4a664f5b44cf04cd7185,0f2f7fd872d805165918cc2a2670947713e2508b9b55dc78d13d833e6efff803,2628178,0,17,0,114.61656188964844,59.70696640014648,3085.01416015625,124.20687103271484,115,dataset/masks_binary/green_immature/00041_20260212_161655_f00000707_t000023.569s.png,1784873,54,5.3797532069830245,3,dataset/masks_binary/pale_pink/00041_20260212_161655_f00000707_t000023.569s.png,72889,3,0.2196934076003086,3,dataset/masks_binary/pink_turns_purple/00041_20260212_161655_f00000707_t000023.569s.png,40793,3,0.1229534384645061,10,dataset/masks_binary/fully_ripe/00041_20260212_161655_f00000707_t000023.569s.png,105281,8,0.3173255449459877,22,dataset/masks_binary/over_ripe/00041_20260212_161655_f00000707_t000023.569s.png,624359,18,1.8818690923996912
00045_20260212_161655_f00000734_t000024.469s,00045_20260212_161655_f00000734_t000024.469s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,val,dataset/images/00045_20260212_161655_f00000734_t000024.469s.jpg,dataset/masks_semantic/00045_20260212_161655_f00000734_t000024.469s.png,dataset/masks_overall/00045_20260212_161655_f00000734_t000024.469s.png,4320,7680,209,4320,7680,1,,video frame,2026:02:12 16:16:55,6534846,6454898,84eb90c8294faf8f0a6300ded03be07912b821169e3bd933c61b48be3f6ffb8c,01a73ff7dfb0a323c3cb71518d3d78c6751dc623cc50136fdea850c51aac95ee,2567521,0,12,0,120.37393951416016,60.85375595092773,3004.00390625,114.91152954101562,159,dataset/masks_binary/green_immature/00045_20260212_161655_f00000734_t000024.469s.png,1718118,76,5.178548177083334,4,dataset/masks_binary/pale_pink/00045_20260212_161655_f00000734_t000024.469s.png,64389,4,0.1940737123842592,4,dataset/masks_binary/pink_turns_purple/00045_20260212_161655_f00000734_t000024.469s.png,104762,4,0.3157612364969135,13,dataset/masks_binary/fully_ripe/00045_20260212_161655_f00000734_t000024.469s.png,101924,10,0.3072072723765432,29,dataset/masks_binary/over_ripe/00045_20260212_161655_f00000734_t000024.469s.png,578340,22,1.7431640625000002
00054_20260212_161655_f00000813_t000027.103s,00054_20260212_161655_f00000813_t000027.103s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00054_20260212_161655_f00000813_t000027.103s.jpg,dataset/masks_semantic/00054_20260212_161655_f00000813_t000027.103s.png,dataset/masks_overall/00054_20260212_161655_f00000813_t000027.103s.png,4320,7680,166,4320,7680,1,,video frame,2026:02:12 16:16:55,6729998,6635905,2a8d01e5130a4f284698b57ee3e4dec1d682139503539c8ee2273bbf40ce9c6e,ca491625a228e433da1014727f991e28c40a46768a0d52410f25a7952c65f21f,2172872,0,0,0,110.701904296875,61.42831039428711,2949.569091796875,112.86534118652344,135,dataset/masks_binary/green_immature/00054_20260212_161655_f00000813_t000027.103s.png,1895501,61,5.713195047260802,4,dataset/masks_binary/pale_pink/00054_20260212_161655_f00000813_t000027.103s.png,46837,3,0.1411705488040123,0,dataset/masks_binary/pink_turns_purple/00054_20260212_161655_f00000813_t000027.103s.png,0,0,0.0,20,dataset/masks_binary/fully_ripe/00054_20260212_161655_f00000813_t000027.103s.png,142853,15,0.4305706259645062,7,dataset/masks_binary/over_ripe/00054_20260212_161655_f00000813_t000027.103s.png,87681,6,0.2642777054398148
00061_20260212_161655_f00000907_t000030.236s,00061_20260212_161655_f00000907_t000030.236s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00061_20260212_161655_f00000907_t000030.236s.jpg,dataset/masks_semantic/00061_20260212_161655_f00000907_t000030.236s.png,dataset/masks_overall/00061_20260212_161655_f00000907_t000030.236s.png,4320,7680,193,4320,7680,1,,video frame,2026:02:12 16:16:55,7146668,7017926,226bfe6a88f4b7e997295f4f21f3b67b744c286f7e65ab9389e6fe23aa942dd6,37671793a5dec8d99236c6fc1eb593e43b9103a587c43c38d829372498dfb907,2140813,0,21,0,107.49254608154295,52.30553817749024,3537.239501953125,134.0192108154297,148,dataset/masks_binary/green_immature/00061_20260212_161655_f00000907_t000030.236s.png,1608277,87,4.847478419174383,9,dataset/masks_binary/pale_pink/00061_20260212_161655_f00000907_t000030.236s.png,199273,7,0.6006251205632717,1,dataset/masks_binary/pink_turns_purple/00061_20260212_161655_f00000907_t000030.236s.png,29216,1,0.0880594135802469,31,dataset/masks_binary/fully_ripe/00061_20260212_161655_f00000907_t000030.236s.png,249300,28,0.7514105902777778,4,dataset/masks_binary/over_ripe/00061_20260212_161655_f00000907_t000030.236s.png,54768,4,0.1650752314814814
00082_20260212_161655_f00001136_t000037.870s,00082_20260212_161655_f00001136_t000037.870s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,test,dataset/images/00082_20260212_161655_f00001136_t000037.870s.jpg,dataset/masks_semantic/00082_20260212_161655_f00001136_t000037.870s.png,dataset/masks_overall/00082_20260212_161655_f00001136_t000037.870s.png,4320,7680,174,4320,7680,1,,video frame,2026:02:12 16:16:55,6424253,6344670,c4bac0c7f225563ca788c1cf91ad27a85496708c9deba2118efed78d91bdb74f,347788d813a6fbb610a87cc02a431d37596495a8d1b25f042246ff3a591259d9,2495307,0,15,0,112.12702941894533,59.81887435913086,3139.02001953125,122.93582153320312,138,dataset/masks_binary/green_immature/00082_20260212_161655_f00001136_t000037.870s.png,1894948,75,5.711528260030864,2,dataset/masks_binary/pale_pink/00082_20260212_161655_f00001136_t000037.870s.png,46294,2,0.1395339023919753,3,dataset/masks_binary/pink_turns_purple/00082_20260212_161655_f00001136_t000037.870s.png,59317,3,0.1787862895447531,22,dataset/masks_binary/fully_ripe/00082_20260212_161655_f00001136_t000037.870s.png,339460,19,1.0231602044753083,9,dataset/masks_binary/over_ripe/00082_20260212_161655_f00001136_t000037.870s.png,155303,7,0.4680959442515432
00087_20260212_161655_f00001187_t000039.571s,00087_20260212_161655_f00001187_t000039.571s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00087_20260212_161655_f00001187_t000039.571s.jpg,dataset/masks_semantic/00087_20260212_161655_f00001187_t000039.571s.png,dataset/masks_overall/00087_20260212_161655_f00001187_t000039.571s.png,4320,7680,177,4320,7680,1,,video frame,2026:02:12 16:16:55,6882936,6777216,a1a164d0141e608d8cb6cdd21171bef8ec88630a919c3a2baea4a1e71f235b00,3eeb7fd523c1ffed945cbb70c815ef4b62dec2924e62e36166a673249ed2b328,1908433,0,12,0,107.06574249267578,57.34644317626953,3429.9990234375,129.1603240966797,123,dataset/masks_binary/green_immature/00087_20260212_161655_f00001187_t000039.571s.png,1292513,91,3.89573989679784,0,dataset/masks_binary/pale_pink/00087_20260212_161655_f00001187_t000039.571s.png,0,0,0.0,11,dataset/masks_binary/pink_turns_purple/00087_20260212_161655_f00001187_t000039.571s.png,135044,11,0.4070336612654321,25,dataset/masks_binary/fully_ripe/00087_20260212_161655_f00001187_t000039.571s.png,178578,25,0.5382486979166666,18,dataset/masks_binary/over_ripe/00087_20260212_161655_f00001187_t000039.571s.png,302310,14,0.9111870659722222
